ID_Funcionario,Nome,Idade,Genero,Departamento,Cargo,Nivel,Tempo_Empresa_Meses,Salario,Performance,Satisfacao,Ausencias_Anuais,Treinamentos_Completados,Local_Trabalho,Turnover
EMP-1440,Funcionário 441,31,Masculino,RH,Analista de RH,Pleno,17,6464.69,2,4,13,0,Remoto,True
EMP-1441,Funcionário 442,42,Masculino,P&D,Pesquisador Sr,Sênior,13,9754.89,5,9,7,4,Remoto,False
EMP-1442,Funcionário 443,31,Masculino,P&D,Pesquisador Pleno,Pleno,42,6924.27,3,6,15,3,Híbrido,False
EMP-1443,Funcionário 444,34,Feminino,Vendas,Vendedor Pleno,Pleno,9,5859.51,2,3,11,2,Remoto,False
EMP-1444,Funcionário 445,29,Masculino,Operações,Analista de Operações,Pleno,92,7819.72,3,3,12,4,Híbrido,True
EMP-1445,Funcionário 446,46,Masculino,TI,Arquiteto de Software,Diretoria,117,30216.34,4,4,5,5,Híbrido,False
EMP-1446,Funcionário 447,27,Masculino,TI,Desenvolvedor Pleno,Pleno,111,7298.07,4,4,10,7,Remoto,False
EMP-1447,Funcionário 448,35,Feminino,Financeiro,Gerente Financeiro,Gerência,102,17940.32,5,7,10,6,Híbrido,False
EMP-1448,Funcionário 449,24,Feminino,Vendas,Vendedor Jr,Junior,69,4224.75,5,8,5,3,Híbrido,False
EMP-1449,Funcionário 450,41,Masculino,P&D,Gerente de P&D,Gerência,24,13718.62,5,8,4,8,Híbrido,False
EMP-1450,Funcionário 451,58,Masculino,Operações,COO,Diretoria,52,25668.67,3,4,13,4,Remoto,False
EMP-1451,Funcionário 452,25,Masculino,Operações,Analista de Operações,Pleno,105,8065.87,5,8,10,7,Presencial,True
EMP-1452,Funcionário 453,33,Masculino,RH,Analista de RH,Pleno,90,7133.16,3,3,17,3,Remoto,False
EMP-1453,Funcionário 454,32,Masculino,Administrativo,Analista Administrativo,Pleno,3,5245.5,3,6,11,3,Remoto,True
EMP-1454,Funcionário 455,30,Feminino,Administrativo,Assistente Administrativo,Junior,51,3981.62,4,6,5,5,Remoto,True
EMP-1455,Funcionário 456,33,Masculino,Administrativo,Analista Administrativo,Pleno,72,7406.87,5,9,8,4,Híbrido,False
EMP-1456,Funcionário 457,29,Masculino,Financeiro,Analista Financeiro,Pleno,105,8625.88,3,4,9,3,Remoto,True
EMP-1457,Funcionário 458,39,Masculino,Operações,Coordenador de Operações,Sênior,69,10659.77,3,4,5,5,Remoto,False
EMP-1458,Funcionário 459,42,Feminino,Vendas,Gerente de Vendas,Gerência,101,16585.54,4,7,2,4,Presencial,False
EMP-1459,Funcionário 460,44,Feminino,Vendas,Gerente de Vendas,Gerência,104,16518.69,4,5,12,4,Híbrido,True
EMP-1460,Funcionário 461,48,Feminino,TI,CTO,Diretoria,68,24675.76,4,6,12,7,Remoto,False
EMP-1461,Funcionário 462,38,Masculino,TI,Gerente de TI,Gerência,63,16116.73,2,2,15,1,Presencial,False
EMP-1462,Funcionário 463,24,Masculino,Operações,Assistente Operacional,Junior,9,3358.72,4,5,5,5,Presencial,True
EMP-1463,Funcionário 464,28,Masculino,Administrativo,Analista Administrativo,Pleno,67,7034.19,4,7,10,7,Híbrido,True
EMP-1464,Funcionário 465,22,Masculino,Administrativo,Assistente Administrativo,Junior,108,5581.53,4,7,6,6,Remoto,True
EMP-1465,Funcionário 466,37,Masculino,RH,Especialista de RH,Sênior,75,10964.48,3,3,14,5,Presencial,True
EMP-1466,Funcionário 467,26,Feminino,Administrativo,Assistente Administrativo,Junior,69,4372.62,2,4,11,2,Híbrido,False
EMP-1467,Funcionário 468,36,Feminino,Marketing,Gerente de Marketing,Gerência,92,17689.58,1,1,15,1,Híbrido,True
EMP-1468,Funcionário 469,24,Feminino,Administrativo,Assistente Administrativo,Junior,105,4956.64,5,8,5,5,Híbrido,False
EMP-1469,Funcionário 470,38,Masculino,RH,Especialista de RH,Sênior,102,13260.93,2,3,10,3,Remoto,True
EMP-1470,Funcionário 471,24,Feminino,P&D,Pesquisador Jr,Junior,84,4569.86,4,5,13,5,Remoto,False
EMP-1471,Funcionário 472,29,Masculino,Marketing,Analista de Marketing Sr,Pleno,16,6366.92,4,6,9,5,Híbrido,False
EMP-1472,Funcionário 473,22,Masculino,Operações,Assistente Operacional,Junior,97,4874.11,3,3,12,3,Remoto,True
EMP-1473,Funcionário 474,60,Feminino,P&D,Diretor de P&D,Diretoria,97,27370.7,4,8,5,5,Híbrido,False
EMP-1474,Funcionário 475,28,Masculino,Financeiro,Analista Financeiro,Pleno,27,6183.31,3,6,10,4,Presencial,False
EMP-1475,Funcionário 476,41,Masculino,Marketing,Gerente de Marketing,Gerência,85,15153.64,3,6,11,4,Remoto,False
EMP-1476,Funcionário 477,57,Masculino,TI,Arquiteto de Software,Diretoria,115,29203.93,2,1,10,2,Presencial,True
EMP-1477,Funcionário 478,23,Feminino,Marketing,Analista de Marketing Jr,Junior,16,3572.82,3,6,12,5,Presencial,False
EMP-1478,Funcionário 479,22,Feminino,TI,Desenvolvedor Jr,Junior,24,3972.9,3,6,10,4,Presencial,True
EMP-1479,Funcionário 480,27,Masculino,Vendas,Vendedor Jr,Junior,111,5303.31,3,5,9,5,Presencial,False
EMP-1480,Funcionário 481,41,Feminino,P&D,Pesquisador Sr,Sênior,77,11528.21,4,4,15,7,Híbrido,True
EMP-1481,Funcionário 482,27,Masculino,Vendas,Vendedor Jr,Junior,89,4991.84,2,2,10,3,Presencial,True
EMP-1482,Funcionário 483,42,Masculino,TI,CTO,Diretoria,24,23926.77,3,3,19,5,Remoto,True
EMP-1483,Funcionário 484,57,Feminino,RH,Diretor de RH,Diretoria,1,21713.63,1,2,11,0,Híbrido,True
EMP-1484,Funcionário 485,26,Feminino,Marketing,Analista de Marketing Jr,Junior,72,4185.29,3,3,15,5,Remoto,True
EMP-1485,Funcionário 486,24,Feminino,Administrativo,Assistente Administrativo,Junior,58,3987.41,4,4,5,3,Presencial,False
EMP-1486,Funcionário 487,31,Masculino,Financeiro,Analista Financeiro,Pleno,103,8390.58,1,1,18,3,Híbrido,True
EMP-1487,Funcionário 488,59,Feminino,RH,Diretor de RH,Diretoria,41,21494.8,2,3,16,2,Remoto,False
EMP-1488,Funcionário 489,26,Feminino,RH,Assistente de RH,Junior,16,3372.27,5,9,4,8,Híbrido,False
EMP-1489,Funcionário 490,50,Feminino,Financeiro,Controller,Diretoria,6,22273.24,4,7,3,4,Híbrido,False
EMP-1490,Funcionário 491,41,Masculino,Marketing,Diretor de Marketing,Diretoria,17,19719.08,4,4,6,6,Híbrido,False
EMP-1491,Funcionário 492,60,Feminino,P&D,Diretor de P&D,Diretoria,74,27474.71,5,7,9,5,Remoto,False
EMP-1492,Funcionário 493,30,Feminino,Vendas,Vendedor Sr,Sênior,27,9690.44,4,5,6,3,Remoto,True
EMP-1493,Funcionário 494,46,Masculino,Operações,Gerente de Operações,Gerência,84,16344.94,5,6,7,8,Remoto,False
EMP-1494,Funcionário 495,42,Masculino,Vendas,Gerente de Vendas,Gerência,21,13398.5,4,6,7,4,Presencial,False
EMP-1495,Funcionário 496,38,Masculino,TI,Desenvolvedor Sr,Sênior,12,8931.0,2,2,20,1,Híbrido,False
EMP-1496,Funcionário 497,45,Feminino,Operações,COO,Diretoria,72,27590.53,4,8,8,8,Presencial,False
EMP-1497,Funcionário 498,43,Feminino,Administrativo,Gerente Administrativo,Gerência,33,14107.85,3,6,11,4,Remoto,True
EMP-1498,Funcionário 499,30,Feminino,Administrativo,Coordenador Administrativo,Sênior,109,13229.86,5,7,5,5,Híbrido,False
EMP-1499,Funcionário 500,33,Feminino,TI,Desenvolvedor Sr,Sênior,97,11247.63,3,6,10,4,Remoto,True
