ID_Pedido,Data,ID_Cliente,Produto,Categoria,Preco_Unitario,Quantidade,Desconto_Percentual,Valor_Total,Metodo_Pagamento,Estado,Status_Pedido
PED-10437,2024-03-13,CLI-8248,Caixa de Som Wireless,Acessórios,482.65,2,0,965.3,Boleto,RJ,Cancelado
PED-10438,2024-03-14,CLI-4559,Console GameStation 5,Acessórios,1985.78,2,0,3971.56,PayPal,PE,Entregue
PED-10439,2024-03-15,CLI-2420,HDD Externo 4TB,TVs e Áudio,577.97,1,20,462.38,PayPal,BA,Entregue
PED-10440,2024-03-16,CLI-2646,Caixa de Som Wireless,Computadores,490.34,1,0,490.34,Cartão de Crédito,GO,Entregue
PED-10441,2024-03-17,CLI-3293,Notebook Pro 15,Smartphones,3144.94,5,0,15724.7,Boleto,PA,Entregue
PED-10442,2024-03-18,CLI-3017,Headphone Bluetooth,TVs e Áudio,245.94,1,0,245.94,Boleto,RS,Entregue
PED-10443,2024-03-19,CLI-7291,Roteador WiFi 6,Periféricos,97.07,1,0,97.07,PIX,DF,Em Processamento
PED-10444,2024-03-20,CLI-6759,Hub USB-C,Acessórios,629.62,2,10,1133.32,PayPal,RJ,Entregue
PED-10445,2024-03-21,CLI-8035,Mouse Gamer,Smartphones,435.87,3,5,1242.23,PayPal,CE,Entregue
PED-10446,2024-03-22,CLI-6152,Teclado Mecânico,Periféricos,542.83,5,20,2171.32,PIX,SP,Entregue
PED-10447,2024-03-23,CLI-3290,Hub USB-C,Smartphones,664.63,2,10,1196.33,Cartão de Débito,PR,Cancelado
PED-10448,2024-03-24,CLI-5059,Roteador WiFi 6,Acessórios,98.09,1,5,93.19,PayPal,PR,Enviado
PED-10449,2024-03-25,CLI-5537,Power Bank,Acessórios,460.23,1,0,460.23,PIX,AM,Entregue
PED-10450,2024-03-26,CLI-2380,Headphone Bluetooth,Smartphones,243.19,2,0,486.38,Boleto,DF,Entregue
PED-10451,2024-03-27,CLI-5065,Fone de Ouvido TWS,Fotografia,479.08,1,20,383.26,Cartão de Débito,PE,Entregue
PED-10452,2024-03-28,CLI-5668,HDD Externo 4TB,Armazenamento,583.91,1,15,496.32,Cartão de Crédito,SC,Entregue
PED-10453,2024-03-29,CLI-1439,Câmera DSLR,Armazenamento,1949.82,3,0,5849.46,Boleto,SP,Cancelado
PED-10454,2024-03-30,CLI-5942,Caixa de Som Wireless,Smartphones,509.47,1,0,509.47,Cartão de Débito,RJ,Entregue
PED-10455,2024-03-31,CLI-4366,Notebook Pro 15,Computadores,2957.94,1,0,2957.94,PIX,GO,Entregue
PED-10456,2024-04-01,CLI-9482,Hub USB-C,Computadores,652.28,1,20,521.82,Boleto,SC,Entregue
PED-10457,2024-04-02,CLI-9348,Smartphone Galaxy X,Periféricos,1476.65,1,20,1181.32,Cartão de Débito,CE,Entregue
PED-10458,2024-04-03,CLI-4090,Power Bank,Fotografia,479.37,1,0,479.37,Cartão de Crédito,DF,Entregue
PED-10459,2024-04-04,CLI-7418,SSD 1TB,TVs e Áudio,639.61,1,20,511.69,Boleto,GO,Entregue
PED-10460,2024-04-05,CLI-5842,Câmera DSLR,Smartphones,2028.42,1,15,1724.16,Boleto,SP,Entregue
PED-10461,2024-04-06,CLI-1894,Mouse Gamer,Computadores,435.55,2,0,871.1,PayPal,MG,Entregue
PED-10462,2024-04-07,CLI-4921,Hub USB-C,Smartphones,650.0,2,0,1300.0,Cartão de Débito,RS,Entregue
PED-10463,2024-04-08,CLI-9108,"Smart TV 50""",Fotografia,3613.88,1,0,3613.88,Cartão de Débito,SP,Entregue
PED-10464,2024-04-09,CLI-7322,Teclado Mecânico,Periféricos,534.42,4,20,1710.14,PayPal,PR,Entregue
PED-10465,2024-04-10,CLI-2847,Roteador WiFi 6,Acessórios,94.5,1,0,94.5,PIX,DF,Entregue
PED-10466,2024-04-11,CLI-4949,Teclado Mecânico,Fotografia,545.86,1,5,518.57,PIX,MG,Entregue
PED-10467,2024-04-12,CLI-9185,Headphone Bluetooth,Fotografia,230.64,3,5,657.32,PayPal,PA,Entregue
PED-10468,2024-04-13,CLI-2163,"Monitor 27""",Periféricos,634.64,1,15,539.44,Boleto,AM,Entregue
PED-10469,2024-04-14,CLI-9655,Power Bank,Fotografia,462.87,4,5,1758.91,Cartão de Crédito,BA,Entregue
PED-10470,2024-04-15,CLI-1197,"Monitor 27""",Computadores,618.52,1,5,587.59,PIX,RJ,Entregue
PED-10471,2024-04-16,CLI-6916,Hub USB-C,Periféricos,673.11,4,0,2692.44,Cartão de Crédito,SC,Cancelado
PED-10472,2024-04-17,CLI-6185,Teclado Mecânico,Fotografia,543.86,1,0,543.86,Cartão de Débito,MG,Entregue
PED-10473,2024-04-18,CLI-3162,Fone de Ouvido TWS,Acessórios,474.02,3,5,1350.96,Cartão de Débito,DF,Entregue
PED-10474,2024-04-19,CLI-7337,"Monitor 27""",Acessórios,663.79,1,15,564.22,PIX,PR,Entregue
PED-10475,2024-04-20,CLI-7895,SSD 1TB,Acessórios,640.48,5,5,3042.28,Boleto,DF,Entregue
PED-10476,2024-04-21,CLI-6986,Tablet Ultra,TVs e Áudio,207.14,1,0,207.14,Cartão de Débito,BA,Entregue
PED-10477,2024-04-22,CLI-9951,Câmera DSLR,Periféricos,2056.17,1,20,1644.94,Cartão de Crédito,GO,Entregue
PED-10478,2024-04-23,CLI-3830,Hub USB-C,Fotografia,628.77,4,10,2263.57,Boleto,CE,Entregue
PED-10479,2024-04-24,CLI-8717,Fone de Ouvido TWS,Acessórios,497.13,1,0,497.13,PIX,RS,Entregue
PED-10480,2024-04-25,CLI-2195,Console GameStation 5,TVs e Áudio,1910.2,2,20,3056.32,Cartão de Débito,BA,Entregue
PED-10481,2024-04-26,CLI-1273,Roteador WiFi 6,Fotografia,91.78,2,0,183.56,PIX,PA,Em Processamento
PED-10482,2024-04-27,CLI-2106,HDD Externo 4TB,Fotografia,612.05,1,15,520.24,Boleto,AM,Entregue
PED-10483,2024-04-28,CLI-1225,"Monitor 27""",Smartphones,674.1,2,5,1280.79,Boleto,MG,Entregue
PED-10484,2024-04-29,CLI-5295,Fone de Ouvido TWS,Fotografia,483.4,1,0,483.4,Boleto,PA,Entregue
PED-10485,2024-04-30,CLI-4534,SSD 1TB,Armazenamento,645.17,3,5,1838.73,PayPal,AM,Entregue
PED-10486,2024-05-01,CLI-1652,Smartphone Galaxy X,Smartphones,1540.99,1,10,1386.89,PayPal,AM,Entregue
PED-10487,2024-05-02,CLI-1990,"Monitor 27""",Periféricos,645.19,1,20,516.15,Cartão de Crédito,RJ,Entregue
PED-10488,2024-05-03,CLI-7520,"Monitor 27""",Computadores,625.51,4,0,2502.04,Boleto,CE,Entregue
PED-10489,2024-05-04,CLI-9300,Câmera DSLR,Armazenamento,1899.49,3,10,5128.62,Boleto,AM,Em Processamento
PED-10490,2024-05-05,CLI-5693,Hub USB-C,Computadores,645.37,1,0,645.37,Cartão de Débito,RS,Em Processamento
PED-10491,2024-05-06,CLI-9209,HDD Externo 4TB,TVs e Áudio,605.01,2,0,1210.02,Cartão de Crédito,SP,Entregue
PED-10492,2024-05-07,CLI-7806,Roteador WiFi 6,Armazenamento,97.56,1,0,97.56,Cartão de Crédito,RJ,Entregue
PED-10493,2024-05-08,CLI-7939,Teclado Mecânico,Smartphones,580.75,1,0,580.75,PIX,BA,Entregue
PED-10494,2024-05-09,CLI-7590,Carregador Rápido,Computadores,340.04,1,0,340.04,Boleto,PR,Entregue
PED-10495,2024-05-10,CLI-2350,Carregador Rápido,Computadores,312.9,1,15,265.96,Cartão de Débito,RJ,Entregue
PED-10496,2024-05-11,CLI-9791,Carregador Rápido,Computadores,337.58,1,0,337.58,PIX,RS,Cancelado
PED-10497,2024-05-12,CLI-9808,Câmera DSLR,Fotografia,1943.87,1,0,1943.87,PayPal,DF,Entregue
PED-10498,2024-05-13,CLI-3501,Power Bank,Smartphones,475.15,4,5,1805.57,Boleto,PA,Cancelado
PED-10499,2024-05-14,CLI-5546,Tripé para Câmera,Computadores,1729.89,5,10,7784.51,Cartão de Crédito,DF,Entregue
